Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,dataset
Air India,2019-12-05,Kolkata,Banglore,CCU → BOM → COK → BLR,2022-01-05 09:25:00,2022-05-13 01:20:00,15h 55m,2 stops,No info,,test
Air Asia,2019-06-06,Kolkata,Banglore,CCU → BLR,2022-01-05 22:50:00,2022-06-07 01:20:00,2h 30m,non-stop,No info,,test
Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,2022-01-05 12:00:00,2022-01-05 21:50:00,9h 50m,2 stops,No info,,test
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-01-05 21:00:00,10h 25m,1 stop,No info,,test
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 19:50:00,2022-01-05 22:50:00,3h,non-stop,No info,,test
Jet Airways,2019-12-06,Delhi,Cochin,DEL → NAG → BOM → COK,2022-01-05 14:35:00,2022-06-13 04:25:00,13h 50m,2 stops,No info,,test
IndiGo,2019-09-03,Delhi,Cochin,DEL → COK,2022-01-05 14:30:00,2022-01-05 17:35:00,3h 5m,non-stop,No info,,test
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 21:00:00,13h 30m,1 stop,No info,,test
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 12:00:00,5h 30m,1 stop,No info,,test
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:10:00,2022-03-28 01:35:00,16h 25m,1 stop,No info,,test
IndiGo,2019-06-06,Delhi,Cochin,DEL → BLR → COK,2022-01-05 05:10:00,2022-01-05 10:05:00,4h 55m,1 stop,No info,,test
IndiGo,2019-12-06,Banglore,Delhi,BLR → DEL,2022-01-05 01:30:00,2022-01-05 04:15:00,2h 45m,non-stop,No info,,test
IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,2022-01-05 18:55:00,2022-01-05 21:45:00,2h 50m,non-stop,No info,,test
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 06:00:00,2022-01-05 13:20:00,7h 20m,1 stop,No info,,test
Jet Airways,2019-12-04,Banglore,Delhi,BLR → DEL,2022-01-05 08:20:00,2022-01-05 11:20:00,3h,non-stop,In-flight meal not included,,test
Air India,2019-06-06,Banglore,Delhi,BLR → DEL,2022-01-05 17:00:00,2022-01-05 19:45:00,2h 45m,non-stop,No info,,test
IndiGo,2019-03-21,Chennai,Kolkata,MAA → CCU,2022-01-05 22:05:00,2022-03-22 00:25:00,2h 20m,non-stop,No info,,test
Air India,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 12:00:00,2022-05-28 07:40:00,19h 40m,2 stops,No info,,test
IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,2022-01-05 04:55:00,2022-01-05 21:20:00,16h 25m,2 stops,No info,,test
GoAir,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 20:55:00,2022-01-05 23:40:00,2h 45m,non-stop,No info,,test
Jet Airways,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 05:30:00,2022-06-13 04:25:00,22h 55m,2 stops,In-flight meal not included,,test
Air India,2019-05-21,Mumbai,Hyderabad,BOM → HYD,2022-01-05 06:20:00,2022-01-05 07:40:00,1h 20m,non-stop,No info,,test
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 19:15:00,11h 45m,1 stop,No info,,test
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 14:05:00,2022-01-05 23:00:00,8h 55m,1 stop,In-flight meal not included,,test
Air India,2019-09-06,Delhi,Cochin,DEL → BHO → BOM → COK,2022-01-05 05:55:00,2022-01-05 19:15:00,13h 20m,2 stops,No info,,test
Vistara,2019-03-06,Banglore,Delhi,BLR → DEL,2022-01-05 21:00:00,2022-01-05 23:50:00,2h 50m,non-stop,No info,,test
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 09:35:00,2022-01-05 19:10:00,9h 35m,1 stop,No info,,test
Air Asia,2019-01-05,Banglore,Delhi,BLR → DEL,2022-01-05 11:10:00,2022-01-05 13:55:00,2h 45m,non-stop,No info,,test
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → HYD → COK,2022-01-05 09:45:00,2022-01-05 22:20:00,12h 35m,1 stop,No info,,test
SpiceJet,2019-12-06,Banglore,Delhi,BLR → DEL,2022-01-05 21:10:00,2022-06-13 00:05:00,2h 55m,non-stop,No info,,test
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-05-25 12:00:00,21h 55m,1 stop,No info,,test
Vistara,2019-06-21,Banglore,Delhi,BLR → DEL,2022-01-05 07:00:00,2022-01-05 09:40:00,2h 40m,non-stop,No info,,test
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-01-05 19:15:00,7h 45m,1 stop,No info,,test
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 15:15:00,2022-05-19 01:30:00,10h 15m,1 stop,No info,,test
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 21:10:00,2022-05-16 18:15:00,21h 5m,1 stop,In-flight meal not included,,test
GoAir,2019-05-24,Delhi,Cochin,DEL → AMD → COK,2022-01-05 07:25:00,2022-01-05 13:35:00,6h 10m,1 stop,No info,,test
Jet Airways,2019-03-21,Delhi,Cochin,DEL → MAA → BOM → COK,2022-01-05 16:10:00,2022-03-22 18:50:00,26h 40m,2 stops,In-flight meal not included,,test
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:10:00,2022-03-04 01:35:00,8h 25m,1 stop,No info,,test
Air India,2019-06-03,Delhi,Cochin,DEL → NAG → BOM → COK,2022-01-05 05:55:00,2022-03-07 19:15:00,37h 20m,2 stops,No info,,test
Air Asia,2019-06-05,Kolkata,Banglore,CCU → BBI → BLR,2022-01-05 06:50:00,2022-01-05 10:30:00,3h 40m,1 stop,No info,,test
Jet Airways,2019-06-27,Delhi,Cochin,DEL → JDH → BOM → COK,2022-01-05 11:40:00,2022-01-05 19:00:00,7h 20m,2 stops,In-flight meal not included,,test
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 09:35:00,2022-01-05 18:00:00,8h 25m,1 stop,No info,,test
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 21:50:00,2022-05-19 19:00:00,21h 10m,1 stop,No info,,test
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,2022-01-05 06:00:00,2022-01-05 08:45:00,2h 45m,non-stop,No info,,test
GoAir,2019-04-15,Banglore,Delhi,BLR → DEL,2022-01-05 11:40:00,2022-01-05 14:30:00,2h 50m,non-stop,No info,,test
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 23:05:00,2022-06-29 04:25:00,29h 20m,2 stops,No info,,test
Jet Airways,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 05:30:00,2022-06-13 04:25:00,22h 55m,2 stops,In-flight meal not included,,test
IndiGo,2019-12-03,Chennai,Kolkata,MAA → CCU,2022-01-05 05:15:00,2022-01-05 07:35:00,2h 20m,non-stop,No info,,test
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:25:00,2022-05-19 10:55:00,14h 30m,1 stop,No info,,test
Air India,2019-03-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 13:55:00,2022-01-05 15:25:00,1h 30m,non-stop,No info,,test
IndiGo,2019-05-27,Delhi,Cochin,DEL → BLR → COK,2022-01-05 05:10:00,2022-01-05 10:05:00,4h 55m,1 stop,No info,,test
IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,2022-01-05 18:25:00,2022-01-05 21:20:00,2h 55m,non-stop,No info,,test
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:15:00,2022-03-22 04:25:00,9h 10m,1 stop,In-flight meal not included,,test
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-01-05 12:35:00,5h 30m,1 stop,No info,,test
Vistara,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:20:00,2022-05-10 23:25:00,27h 5m,1 stop,No info,,test
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 19:50:00,13h 20m,1 stop,In-flight meal not included,,test
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-01-05 19:00:00,8h 25m,1 stop,No info,,test
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 21:10:00,2022-03-25 19:40:00,22h 30m,1 stop,No info,,test
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 22:50:00,2022-03-07 11:25:00,12h 35m,1 stop,No info,,test
SpiceJet,2019-12-06,Chennai,Kolkata,MAA → CCU,2022-01-05 17:45:00,2022-01-05 20:05:00,2h 20m,non-stop,No info,,test
Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 12:50:00,2022-01-05 19:15:00,6h 25m,1 stop,No info,,test
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-01-05 21:00:00,11h,1 stop,No info,,test
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-01-05 19:00:00,9h,1 stop,In-flight meal not included,,test
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-01-05 22:35:00,8h 30m,1 stop,In-flight meal not included,,test
IndiGo,2019-05-21,Delhi,Cochin,DEL → HYD → COK,2022-01-05 05:05:00,2022-01-05 18:10:00,13h 5m,1 stop,No info,,test
Vistara Premium economy,2019-03-03,Banglore,New Delhi,BLR → DEL,2022-01-05 09:50:00,2022-01-05 12:35:00,2h 45m,non-stop,No info,,test
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:15:00,2022-01-05 21:00:00,11h 45m,1 stop,No info,,test
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 21:00:00,13h,1 stop,In-flight meal not included,,test
Jet Airways,2019-09-03,Mumbai,Hyderabad,BOM → HYD,2022-01-05 10:20:00,2022-01-05 11:50:00,1h 30m,non-stop,No info,,test
Air Asia,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 22:30:00,2022-03-25 10:40:00,12h 10m,1 stop,No info,,test
IndiGo,2019-09-06,Kolkata,Banglore,CCU → HYD → BLR,2022-01-05 04:50:00,2022-01-05 09:50:00,5h,1 stop,No info,,test
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → COK → BLR,2022-01-05 09:25:00,2022-05-07 15:05:00,29h 40m,2 stops,No info,,test
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:20:00,2022-01-05 21:00:00,10h 40m,1 stop,No info,,test
IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-01-05 21:00:00,10h 25m,1 stop,No info,,test
Air India,2019-12-05,Kolkata,Banglore,CCU → BOM → AMD → BLR,2022-01-05 09:25:00,2022-05-13 05:25:00,20h,2 stops,No info,,test
Jet Airways,2019-12-06,Delhi,Cochin,DEL → ATQ → BOM → COK,2022-01-05 18:20:00,2022-06-13 04:25:00,10h 5m,2 stops,No info,,test
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,2022-01-05 17:40:00,2022-05-22 00:55:00,7h 15m,1 stop,No info,,test
IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,2022-01-05 08:35:00,2022-01-05 22:20:00,13h 45m,1 stop,No info,,test
SpiceJet,2019-03-06,Kolkata,Banglore,CCU → BLR,2022-01-05 09:00:00,2022-01-05 11:25:00,2h 25m,non-stop,No check-in baggage included,,test
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 10:10:00,2022-01-05 13:00:00,2h 50m,non-stop,No info,,test
Air India,2019-03-24,Banglore,New Delhi,BLR → DEL,2022-01-05 06:10:00,2022-01-05 08:55:00,2h 45m,non-stop,No info,,test
Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2022-01-05 05:25:00,2022-01-05 18:50:00,13h 25m,2 stops,No info,,test
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-06-13 12:00:00,27h 35m,1 stop,In-flight meal not included,,test
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 16:00:00,2022-03-10 04:25:00,12h 25m,1 stop,In-flight meal not included,,test
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 15:00:00,2022-05-22 12:35:00,21h 35m,1 stop,In-flight meal not included,,test
Air India,2019-12-06,Kolkata,Banglore,CCU → BOM → COK → BLR,2022-01-05 09:25:00,2022-06-13 13:45:00,28h 20m,2 stops,No info,,test
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 17:00:00,2022-05-25 10:55:00,17h 55m,1 stop,No info,,test
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-01-05 18:50:00,8h 50m,1 stop,No info,,test
Air India,2019-05-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 13:55:00,2022-01-05 15:25:00,1h 30m,non-stop,No info,,test
Air India,2019-03-21,Delhi,Cochin,DEL → HYD → BOM → COK,2022-01-05 17:15:00,2022-03-22 19:15:00,26h,2 stops,No info,,test
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 02:15:00,2022-01-05 12:35:00,10h 20m,1 stop,In-flight meal not included,,test
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-06-07 04:40:00,14h 35m,1 stop,In-flight meal not included,,test
Jet Airways,2019-12-04,Banglore,Delhi,BLR → DEL,2022-01-05 19:50:00,2022-01-05 22:50:00,3h,non-stop,No info,,test
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,2022-01-05 22:20:00,2022-05-19 00:40:00,2h 20m,non-stop,No check-in baggage included,,test
IndiGo,2019-09-05,Banglore,Delhi,BLR → DEL,2022-01-05 18:25:00,2022-01-05 21:20:00,2h 55m,non-stop,No info,,test
Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,2022-01-05 06:00:00,2022-01-05 08:45:00,2h 45m,non-stop,In-flight meal not included,,test
Air India,2019-09-03,Delhi,Cochin,DEL → BHO → BOM → COK,2022-01-05 05:55:00,2022-03-10 07:40:00,25h 45m,2 stops,No info,,test
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 14:00:00,2022-06-04 01:30:00,11h 30m,1 stop,No info,,test
SpiceJet,2019-03-03,Chennai,Kolkata,MAA → CCU,2022-01-05 09:30:00,2022-01-05 12:05:00,2h 35m,non-stop,No info,,test
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,2022-01-05 08:20:00,2022-01-05 11:20:00,3h,non-stop,In-flight meal not included,,test
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 20:00:00,2022-05-19 07:40:00,11h 40m,1 stop,No info,,test
GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,2022-01-05 20:55:00,2022-01-05 23:50:00,2h 55m,non-stop,No info,,test
SpiceJet,2019-03-03,Delhi,Cochin,DEL → PNQ → COK,2022-01-05 08:45:00,2022-01-05 13:15:00,4h 30m,1 stop,No info,,test
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 19:00:00,11h 30m,1 stop,No info,,test
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:40:00,2022-01-05 21:00:00,9h 20m,1 stop,No info,,test
Air India,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 21:05:00,2022-01-05 23:55:00,2h 50m,non-stop,No info,,test
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → IXB → BLR,2022-01-05 11:15:00,2022-01-05 18:30:00,7h 15m,1 stop,No info,,test
Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,2022-01-05 11:30:00,2022-01-05 14:20:00,2h 50m,non-stop,No info,,test
Air India,2019-05-27,Delhi,Cochin,DEL → CCU → BOM → COK,2022-01-05 16:55:00,2022-05-28 19:15:00,26h 20m,2 stops,No info,,test
IndiGo,2019-12-06,Kolkata,Banglore,CCU → HYD → BLR,2022-01-05 15:15:00,2022-01-05 20:05:00,4h 50m,1 stop,No info,,test
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,2022-01-05 15:30:00,2022-01-05 18:05:00,2h 35m,non-stop,No info,,test
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,2022-01-05 20:00:00,2022-01-05 22:50:00,2h 50m,non-stop,No info,,test
IndiGo,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:10:00,2022-03-10 01:35:00,8h 25m,1 stop,No info,,test
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-03-25 04:45:00,9h 50m,1 stop,In-flight meal not included,,test
Air India,2019-01-06,Delhi,Cochin,DEL → UDR → BOM → COK,2022-01-05 13:20:00,2022-06-02 07:40:00,18h 20m,2 stops,No info,,test
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 07:00:00,2022-01-05 18:25:00,11h 25m,1 stop,No info,,test
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:30:00,2022-05-02 08:55:00,12h 25m,1 stop,No info,,test
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 03:50:00,2022-01-05 12:35:00,8h 45m,1 stop,No info,,test
IndiGo,2019-12-06,Chennai,Kolkata,MAA → CCU,2022-01-05 19:35:00,2022-01-05 21:55:00,2h 20m,non-stop,No info,,test
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-01-05 19:00:00,11h 55m,1 stop,No info,,test
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:20:00,2022-05-02 22:40:00,26h 20m,1 stop,No info,,test
SpiceJet,2019-04-18,Banglore,Delhi,BLR → DEL,2022-01-05 05:55:00,2022-01-05 08:35:00,2h 40m,non-stop,No info,,test
Air Asia,2019-06-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,2022-01-05 15:10:00,2022-01-05 23:30:00,8h 20m,2 stops,No info,,test
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 22:50:00,2022-06-25 04:25:00,5h 35m,1 stop,In-flight meal not included,,test
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:55:00,2022-01-05 21:00:00,11h 5m,1 stop,No info,,test
Air India,2019-09-06,Delhi,Cochin,DEL → HYD → MAA → COK,2022-01-05 13:05:00,2022-06-10 09:25:00,20h 20m,2 stops,No info,,test
IndiGo,2019-03-21,Chennai,Kolkata,MAA → CCU,2022-01-05 14:40:00,2022-01-05 17:05:00,2h 25m,non-stop,No info,,test
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,2022-01-05 11:35:00,2022-03-07 01:35:00,14h,3 stops,No info,,test
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 07:10:00,2022-05-25 10:45:00,27h 35m,1 stop,No info,,test
Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → IDR → GWL → DEL,2022-01-05 08:50:00,2022-03-13 18:05:00,33h 15m,3 stops,No info,,test
SpiceJet,2019-03-04,Kolkata,Banglore,CCU → BLR,2022-01-05 17:10:00,2022-01-05 19:40:00,2h 30m,non-stop,No info,,test
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:30:00,2022-01-05 21:00:00,13h 30m,1 stop,No info,,test
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BDQ → DEL,2022-01-05 05:50:00,2022-01-05 12:20:00,6h 30m,1 stop,No info,,test
GoAir,2019-05-15,Banglore,Delhi,BLR → DEL,2022-01-05 20:55:00,2022-01-05 23:40:00,2h 45m,non-stop,No info,,test
Jet Airways,2019-03-05,Banglore,Delhi,BLR → DEL,2022-01-05 06:00:00,2022-01-05 08:45:00,2h 45m,non-stop,In-flight meal not included,,test
Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,2022-01-05 11:10:00,2022-01-05 14:05:00,2h 55m,non-stop,No info,,test
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 23:05:00,2022-05-29 04:25:00,29h 20m,2 stops,No info,,test
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-03-22 04:25:00,21h 20m,1 stop,In-flight meal not included,,test
Air India,2019-06-27,Banglore,Delhi,BLR → DEL,2022-01-05 06:10:00,2022-01-05 08:55:00,2h 45m,non-stop,No info,,test
SpiceJet,2019-04-21,Banglore,Delhi,BLR → DEL,2022-01-05 21:10:00,2022-04-22 00:05:00,2h 55m,non-stop,No check-in baggage included,,test
Air India,2019-12-06,Kolkata,Banglore,CCU → DEL → COK → BLR,2022-01-05 10:00:00,2022-06-13 13:45:00,27h 45m,2 stops,No info,,test
Vistara,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 07:10:00,2022-01-05 20:20:00,13h 10m,1 stop,No info,,test
IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,2022-01-05 04:00:00,2022-01-05 06:50:00,2h 50m,non-stop,No info,,test
SpiceJet,2019-12-05,Kolkata,Banglore,CCU → BLR,2022-01-05 09:00:00,2022-01-05 11:25:00,2h 25m,non-stop,No info,,test
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:30:00,2022-03-22 01:35:00,8h 5m,1 stop,No info,,test
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,2022-01-05 21:25:00,2022-05-02 00:05:00,2h 40m,non-stop,No info,,test
IndiGo,2019-09-05,Banglore,Delhi,BLR → DEL,2022-01-05 00:30:00,2022-01-05 03:25:00,2h 55m,non-stop,No info,,test
Air India,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 09:25:00,2022-05-13 07:55:00,22h 30m,1 stop,No info,,test
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 18:15:00,2022-06-02 19:00:00,24h 45m,1 stop,In-flight meal not included,,test
Multiple carriers,2019-06-05,Delhi,Cochin,DEL → HYD → COK,2022-01-05 14:55:00,2022-01-05 22:30:00,7h 35m,1 stop,No info,,test
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,2022-01-05 06:00:00,2022-01-05 08:45:00,2h 45m,non-stop,In-flight meal not included,,test
Air India,2019-12-06,Delhi,Cochin,DEL → GOI → BOM → COK,2022-01-05 22:00:00,2022-06-13 19:15:00,21h 15m,2 stops,No info,,test
IndiGo,2019-09-05,Banglore,Delhi,BLR → DEL,2022-01-05 22:10:00,2022-05-10 01:00:00,2h 50m,non-stop,No info,,test
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 07:00:00,2022-01-05 23:00:00,16h,1 stop,In-flight meal not included,,test
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-06-28 01:30:00,12h 30m,1 stop,No info,,test
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 23:05:00,2022-05-28 19:00:00,19h 55m,2 stops,No info,,test
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 19:50:00,13h 20m,1 stop,In-flight meal not included,,test
Air India,2019-12-03,Mumbai,Hyderabad,BOM → DEL → HYD,2022-01-05 20:00:00,2022-03-13 23:45:00,27h 45m,1 stop,No info,,test
IndiGo,2019-06-05,Chennai,Kolkata,MAA → CCU,2022-01-05 11:35:00,2022-01-05 14:00:00,2h 25m,non-stop,No info,,test
Air India,2019-03-27,Kolkata,Banglore,CCU → BLR,2022-01-05 20:45:00,2022-01-05 23:20:00,2h 35m,non-stop,No info,,test
Air India,2019-06-24,Mumbai,Hyderabad,BOM → HYD,2022-01-05 19:30:00,2022-01-05 20:45:00,1h 15m,non-stop,No info,,test
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,2022-01-05 20:00:00,2022-01-05 22:55:00,2h 55m,non-stop,No info,,test
Air India,2019-06-03,Mumbai,Hyderabad,BOM → JDH → DEL → HYD,2022-01-05 09:40:00,2022-03-07 09:10:00,23h 30m,2 stops,No info,,test
Air India,2019-03-03,Delhi,Cochin,DEL → BLR → COK,2022-01-05 20:30:00,2022-03-04 08:15:00,11h 45m,1 stop,No info,,test
Air India,2019-12-06,Delhi,Cochin,DEL → COK,2022-01-05 18:05:00,2022-01-05 21:10:00,3h 5m,non-stop,No info,,test
SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,2022-01-05 06:55:00,2022-01-05 09:30:00,2h 35m,non-stop,No info,,test
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:45:00,2022-05-19 01:30:00,7h 45m,1 stop,No info,,test
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-01-05 21:00:00,11h,1 stop,No info,,test
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:15:00,2022-01-05 19:00:00,9h 45m,1 stop,No info,,test
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 21:00:00,13h,1 stop,No info,,test
SpiceJet,2019-01-06,Chennai,Kolkata,MAA → CCU,2022-01-05 09:45:00,2022-01-05 12:00:00,2h 15m,non-stop,No info,,test
Vistara,2019-03-21,Banglore,New Delhi,BLR → AMD → DEL,2022-01-05 06:40:00,2022-01-05 12:35:00,5h 55m,1 stop,No info,,test
Air India,2019-09-03,Banglore,New Delhi,BLR → DEL,2022-01-05 06:10:00,2022-01-05 08:55:00,2h 45m,non-stop,No info,,test
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 21:10:00,2022-05-13 08:15:00,11h 5m,1 stop,No info,,test
Air Asia,2019-03-06,Kolkata,Banglore,CCU → BLR,2022-01-05 19:55:00,2022-01-05 22:25:00,2h 30m,non-stop,No info,,test
IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,2022-01-05 00:40:00,2022-01-05 03:25:00,2h 45m,non-stop,No info,,test
Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,2022-01-05 17:40:00,2022-01-05 23:00:00,5h 20m,1 stop,No info,,test
